🕘️更新时间,#genre#
宁夏卫视,http://localhost:8000/hls/-8766722327123747671
青海卫视,http://localhost:8000/hls/7020316181096314706
青海卫视,http://localhost:8000/hls/-7989230594199215441
青海卫视,http://localhost:8000/hls/-3640378547576545392
青海卫视,http://localhost:8000/hls/-6323068618108656848
青海卫视,http://localhost:8000/hls/-1515960990563843369
山东卫视,http://localhost:8000/hls/4779348437290127197
山东卫视,http://localhost:8000/hls/5901719725385855509
山东卫视,http://localhost:8000/hls/7101669790596837118
山东卫视,http://localhost:8000/hls/948757479101129219
山东卫视,http://localhost:8000/hls/2165585474646600816
山西卫视,http://localhost:8000/hls/45225019251652122
山西卫视,http://localhost:8000/hls/-3133176718817488032
山西卫视,http://localhost:8000/hls/1035229462903209707
陕西卫视,http://localhost:8000/hls/-82059409376988810
陕西卫视,http://localhost:8000/hls/3197964541693130477
陕西卫视,http://localhost:8000/hls/-1353559582068866578
陕西卫视,http://localhost:8000/hls/-3474068947474787833
四川卫视,http://localhost:8000/hls/7490818610287306326
四川卫视,http://localhost:8000/hls/-6797109175755283761
四川卫视,http://localhost:8000/hls/-1071931962670147847
深圳卫视,http://localhost:8000/hls/-3921372037916842653
深圳卫视,http://localhost:8000/hls/-1580593274758157363
天津卫视,http://localhost:8000/hls/1777398957128273273
天津卫视,http://localhost:8000/hls/8826510206455757716
西藏卫视,http://localhost:8000/hls/-3180687213009972939
西藏卫视,http://localhost:8000/hls/4270028605951039846
西藏卫视,http://localhost:8000/hls/7362140612574089477
新疆卫视,http://localhost:8000/hls/-8908565955761522119
新疆卫视,http://localhost:8000/hls/-2254216552937307595
新疆卫视,http://localhost:8000/hls/-3001458370513596139
新疆卫视,http://localhost:8000/hls/3512367857769888541
云南卫视,http://localhost:8000/hls/7432277780744969183
云南卫视,http://localhost:8000/hls/5088509866195595226
云南卫视,http://localhost:8000/hls/9219840795004059130

☘️广东频道,#genre#
广东珠江,http://localhost:8000/hls/6243626031468378574
广东珠江,http://localhost:8000/hls/2666873878599488831
广东珠江,http://localhost:8000/hls/-620680496811262461
广东体育,http://localhost:8000/hls/-5291637890012981197
广东体育,http://localhost:8000/hls/-9099547620081254808
广东新闻,http://localhost:8000/hls/-6481187947888478076
广东卫视,http://localhost:8000/hls/-8425768646463484413
广东卫视,http://localhost:8000/hls/1494137698443724720
广东卫视,http://localhost:8000/hls/8755899856696850371
广东卫视,http://localhost:8000/hls/-8178266092824680990
广东卫视,http://localhost:8000/hls/1663774027548367806
广东民生,http://localhost:8000/hls/958196146695342447
大湾区卫视,http://localhost:8000/hls/-7824907642443512123
大湾区卫视,http://localhost:8000/hls/-3104244736266807708
大湾区卫视,http://localhost:8000/hls/6719494342784438830
大湾区卫视,http://localhost:8000/hls/-3361273397312922017
广州综合,http://localhost:8000/hls/4155330853449293231
广州影视,http://localhost:8000/hls/-4845126614745729913
广州竞赛,http://localhost:8000/hls/-6121516623070550592
佛山综合,http://localhost:8000/hls/-6216362861991329095
深圳卫视,http://localhost:8000/hls/-3921372037916842653
深圳卫视,http://localhost:8000/hls/-1580593274758157363

☘️浙江频道,#genre#
浙江钱江,http://localhost:8000/hls/7544796515727288557
浙江钱江台,http://localhost:8000/hls/7544796515727288557
浙江生活,http://localhost:8000/hls/-5119403499037998331
浙江生活,http://localhost:8000/hls/8832536572941342207
浙江生活,http://localhost:8000/hls/7372263802402307227
浙江经济生活,http://localhost:8000/hls/-5119403499037998331
浙江经济生活,http://localhost:8000/hls/6039563936151050962
浙江经济生活,http://localhost:8000/hls/7372263802402307227
浙江教育,http://localhost:8000/hls/-5430624218520479468
浙江民生,http://localhost:8000/hls/-8511580362485790617
浙江新闻,http://localhost:8000/hls/523683195527808457
浙江少儿,http://localhost:8000/hls/-6594944657271713465
杭州综合,http://localhost:8000/hls/-8462919086232129519
杭州明珠,http://localhost:8000/hls/-8497837800147525635
杭州生活,http://localhost:8000/hls/55423094359140448
杭州影视,http://localhost:8000/hls/6772447199519084506
杭州少体,http://localhost:8000/hls/-8777494045797983187
之江纪录,http://localhost:8000/hls/263837701261199828
浙江国际,http://localhost:8000/hls/5857896247592355580
嘉兴新闻综合,http://localhost:8000/hls/-920545958601548386
浙江留学,http://localhost:8000/hls/-4885998373850093714
浙江民生休闲,http://localhost:8000/hls/-8511580362485790617
浙江教科影视,http://localhost:8000/hls/4841174169718005021
浙江青田,http://localhost:8000/hls/1739152218706749932
浙江遂昌,http://localhost:8000/hls/-1760340573620921603
诸暨新闻综合,http://localhost:8000/hls/8570686080299715667
诸暨新闻综合,http://localhost:8000/hls/-5475335621206654847
龙游生活娱乐,http://localhost:8000/hls/-1281767642786200416
龙游生活娱乐,http://localhost:8000/hls/-5963715901500378014
龙游新闻综合,http://localhost:8000/hls/8096321953779539706
龙游新闻综合,http://localhost:8000/hls/-4922009399672543819
龙泉新闻综合,http://localhost:8000/hls/-4923174556280752425
青田电视台,http://localhost:8000/hls/1739152218706749932
遂昌综合,http://localhost:8000/hls/546426848323305059
遂昌新闻综合,http://localhost:8000/hls/-140061122289752245
象山综合,http://localhost:8000/hls/5624072571139121281
象山电视台新闻综合,http://localhost:8000/hls/5624072571139121281
象山新闻综合,http://localhost:8000/hls/5624072571139121281
衢江新闻综合,http://localhost:8000/hls/4458940133284211911
萧山生活,http://localhost:8000/hls/-6317046505067272008
萧山生活,http://localhost:8000/hls/-2473519670811476235
萧山新闻综合,http://localhost:8000/hls/2135083905390123757
萧山新闻综合,http://localhost:8000/hls/-4681900075058019962
苍南新闻综合,http://localhost:8000/hls/-7403984366174530304
苍南新闻综合,http://localhost:8000/hls/2330629180532350476
缙云综合,http://localhost:8000/hls/-7616477272468858890
缙云新闻综合,http://localhost:8000/hls/-3535542156369831610
洞头综合,http://localhost:8000/hls/-2443891917170234635
永嘉新闻综合,http://localhost:8000/hls/-3549806999637005452
武义新闻综合,http://localhost:8000/hls/6207167020015690983
松阳综合,http://localhost:8000/hls/-234064402435282586
松阳新闻综合,http://localhost:8000/hls/-3283453646234424292
普陀电视台,http://localhost:8000/hls/-397513543376070489
普陀电视台,http://localhost:8000/hls/3738802616840457411
普陀新闻综合,http://localhost:8000/hls/5742515105414715784
新昌生活,http://localhost:8000/hls/7660062887726975010
新昌新闻综合,http://localhost:8000/hls/804511098837303679
新昌新闻综合,http://localhost:8000/hls/2384131972157770349
文成综合,http://localhost:8000/hls/-5649685964935245961
文成新闻综合,http://localhost:8000/hls/-3559530043167481033
开化新闻综合,http://localhost:8000/hls/1315348511477803453
开化国家公园,http://localhost:8000/hls/-1898941204337738290
庆元综合,http://localhost:8000/hls/6062289477821916072
庆元新闻综合,http://localhost:8000/hls/4376517037798618234
平湖民生休闲,http://localhost:8000/hls/5598539907953686534
平湖新闻综合,http://localhost:8000/hls/-4476083013131993719
嵊泗综合,http://localhost:8000/hls/-4518162225295289426
嵊泗综合,http://localhost:8000/hls/-8548731824359026615
嵊泗新闻综合,http://localhost:8000/hls/2134485396650437431
嵊州新闻综合,http://localhost:8000/hls/-4137513367898139514
兰溪新闻综合,http://localhost:8000/hls/-8685541058709746035
余杭综合,http://localhost:8000/hls/3410659429056283907
余杭未来E,http://localhost:8000/hls/7082296142350126794
余姚综合,http://localhost:8000/hls/2819657405599450899
余姚综合,http://localhost:8000/hls/5796248045366875628
余姚新闻综合,http://localhost:8000/hls/2819657405599450899
余姚新闻综合,http://localhost:8000/hls/5796248045366875628
余姚姚江文化,http://localhost:8000/hls/-3230154780878589190
余姚姚江文化,http://localhost:8000/hls/7447250319064177203
云和新闻综合,http://localhost:8000/hls/-8815828712477677064
东阳影视生活,http://localhost:8000/hls/1098506335281778387
上虞新闻综合,http://localhost:8000/hls/2034857739055648092
上虞新商都,http://localhost:8000/hls/-888472598457968461
上虞文化影院,http://localhost:8000/hls/8974955708398776584
上虞文化影视,http://localhost:8000/hls/3069714535682997056

☘️北京频道,#genre#
北京新闻,http://localhost:8000/hls/-4731017611106921375
北京新闻,http://localhost:8000/hls/3856237714669129295

☘️上海频道,#genre#
七彩戏剧,http://localhost:8000/hls/-8671503448495885691
七彩戏剧,http://localhost:8000/hls/3496827129077961556
上海外语,http://localhost:8000/hls/126916852556615612
上海新闻综合,http://localhost:8000/hls/5551185955746870917
上海新闻综合,http://localhost:8000/hls/5572811296904894513
上海第一财经,http://localhost:8000/hls/-4794971817241694279
上海纪实,http://localhost:8000/hls/-1001935357112033252
上海纪实,http://localhost:8000/hls/4974781161668768720
东方影视,http://localhost:8000/hls/7392602867787440346
东方影视,http://localhost:8000/hls/-1732344954546920761
东方影视,http://localhost:8000/hls/-1098653746739853285
动漫秀场,http://localhost:8000/hls/2884936584446517919
哈哈炫动,http://localhost:8000/hls/-5810116044243587519
新闻综合,http://localhost:8000/hls/7634332977731863736
新闻综合,http://localhost:8000/hls/-70426583186684219
欢笑剧场,http://localhost:8000/hls/8474048922315774899
欢笑剧场,http://localhost:8000/hls/-4967361050489022260
法治天地,http://localhost:8000/hls/3836842882196395350
法治天地,http://localhost:8000/hls/-37205657924276729
第一财经,http://localhost:8000/hls/3169021192486230881
第一财经,http://localhost:8000/hls/159433292934876747
第一财经,http://localhost:8000/hls/-6231993549783416218

☘️重庆频道,#genre#

☘️江苏频道,#genre#
优漫卡通,http://localhost:8000/hls/4153470359582382636
优漫卡通,http://localhost:8000/hls/-8190072860268400172
优漫卡通,http://localhost:8000/hls/4390922241944376882
优漫卡通,http://localhost:8000/hls/6232817909760001091
南京十八,http://localhost:8000/hls/-7684938501305346599
南京十八,http://localhost:8000/hls/-3476988655258962021
南京十八,http://localhost:8000/hls/2738646828825838158
南京少儿,http://localhost:8000/hls/-1994183308874954104
南京教科,http://localhost:8000/hls/-9135226027606857659
南京教科,http://localhost:8000/hls/-8173265288474712511
南京教科,http://localhost:8000/hls/-6634537334397737494
南京教科,http://localhost:8000/hls/1805100765748976018
南京新闻综合,http://localhost:8000/hls/-8581541787967839871
南京新闻综合,http://localhost:8000/hls/-2723829972434455496
南京新闻综合,http://localhost:8000/hls/-8425718147158429516
南京新闻综合,http://localhost:8000/hls/6933030938219624279
南通新闻综合,http://localhost:8000/hls/2830283861291208694
徐州新聞綜合,http://localhost:8000/hls/4211746892563007933
新沂新闻,http://localhost:8000/hls/-7737824435833358430
新沂生活,http://localhost:8000/hls/-8566445289886513011
无锡娱乐,http://localhost:8000/hls/1812281880073862578
无锡娱乐,http://localhost:8000/hls/5140165206215329681
无锡新闻综合,http://localhost:8000/hls/8987012998814823341
无锡新闻综合,http://localhost:8000/hls/7030301479929194929
无锡生活,http://localhost:8000/hls/-4111497067695188361
无锡生活,http://localhost:8000/hls/-3135311417181122504
无锡生活,http://localhost:8000/hls/-2672708943030961215
无锡经济,http://localhost:8000/hls/4816106002759408317
无锡经济,http://localhost:8000/hls/8975700779967050705
无锡都市资讯,http://localhost:8000/hls/1291978052558487867
江苏城市,http://localhost:8000/hls/-8601779115732817122
江苏城市,http://localhost:8000/hls/5408843896913767584
江苏影视,http://localhost:8000/hls/-5635320502088697720
江苏影视,http://localhost:8000/hls/-7118548439719187370
江苏教育,http://localhost:8000/hls/-4197650830390882684
江苏教育,http://localhost:8000/hls/7153181819050847355
江苏教育,http://localhost:8000/hls/1417015973139768354
泗洪新闻综合,http://localhost:8000/hls/-1430727918935901042
涟水电视台综合,http://localhost:8000/hls/6140494987537531703
涟水电视台综合,http://localhost:8000/hls/-922525975854321679
涟水电视台综合,http://localhost:8000/hls/-7885523189662680332
涟水综合,http://localhost:8000/hls/6140494987537531703
涟水综合,http://localhost:8000/hls/-7885523189662680332
淮安公共,http://localhost:8000/hls/-922525975854321679
淮安影院娱乐,http://localhost:8000/hls/-635506210646972666
淮安新闻综合,http://localhost:8000/hls/7178532133143515572
淮安新闻综合,http://localhost:8000/hls/-8048692663347836024
淮安新闻综合,http://localhost:8000/hls/6952285186486788186
淮阴综合,http://localhost:8000/hls/5081373672025501022
溧水新闻综合,http://localhost:8000/hls/1659963237572257050
苏州新闻综合,http://localhost:8000/hls/4551559733667136712
连云港新闻综合,http://localhost:8000/hls/5727238176161265096
连云港新闻综合,http://localhost:8000/hls/-6081934940947653358
靖江新闻综合,http://localhost:8000/hls/2024432421495952137

☘️辽宁频道,#genre#
辽宁经济,http://localhost:8000/hls/2024432421495952137
辽宁都市,http://localhost:8000/hls/3665784373246339719

☘️湖南频道,#genre#
湖南都市,http://localhost:8000/hls/-4545762236313415988
湖南经视,http://localhost:8000/hls/-3944410951534487165
湖南电视剧,http://localhost:8000/hls/3097715990520111575
湖南电影,http://localhost:8000/hls/5804736790508146284
湖南爱晚,http://localhost:8000/hls/1806222790349568918
湖南教育,http://localhost:8000/hls/-8221990733290078212
湖南娱乐,http://localhost:8000/hls/-2866930980135391397
湖南国际,http://localhost:8000/hls/-364299341697936612
长沙新闻综合,http://localhost:8000/hls/-1163966886863875356

☘️湖北频道,#genre#
武汉一台新闻综合,http://localhost:8000/hls/1676202574171021318
荆门新闻综合,http://localhost:8000/hls/1750610233048421084
荆门新闻综合,http://localhost:8000/hls/-3755052877793007721

☘️广西频道,#genre#
南宁新闻综合,http://localhost:8000/hls/-4560378253164617692
南宁都市生活,http://localhost:8000/hls/-4560378253164617692
灌阳新闻综合,http://localhost:8000/hls/-4514338065223889643
广西国际,http://localhost:8000/hls/-5962063563412194281
广西国际,http://localhost:8000/hls/5460799627223001301

☘️天津频道,#genre#
天津卫视,http://localhost:8000/hls/1777398957128273273
天津卫视,http://localhost:8000/hls/8826510206455757716

☘️四川频道,#genre#
广安公共,http://localhost:8000/hls/2430822908419929103
康巴卫视,http://localhost:8000/hls/-9059421240901023195
旺苍新闻综合,http://localhost:8000/hls/8126636702712096347
旺苍新闻综合,http://localhost:8000/hls/3815033407485537590
松潘新闻综合,http://localhost:8000/hls/3815033407485537590
汶川新闻综合,http://localhost:8000/hls/2434008837610491207
汶川新闻综合,http://localhost:8000/hls/7358660816579866850
沐川综合,http://localhost:8000/hls/-5299667355975196036
沐川综合,http://localhost:8000/hls/-2432536276807734091
泸县新闻综合,http://localhost:8000/hls/6197028759686316729
泸县新闻综合,http://localhost:8000/hls/-5299667355975196036
甘孜综合,http://localhost:8000/hls/6197028759686316729
荥经综合,http://localhost:8000/hls/-8328952233683013484
荥经综合,http://localhost:8000/hls/-90733447381283929
营山电视台,http://localhost:8000/hls/-8328952233683013484
营山电视台,http://localhost:8000/hls/-90733447381283929

☘️陕西频道,#genre#
陕西新闻资讯,http://localhost:8000/hls/8253923702878722982
陕西都市青春,http://localhost:8000/hls/8899887968024182259
陕西公共,http://localhost:8000/hls/7732352734602566982
陕西体育休闲,http://localhost:8000/hls/5773415206651072688
陕西影视,http://localhost:8000/hls/2449134338443529067

☘️福建频道,#genre#
三明新闻综合,http://localhost:8000/hls/3244806890569561267
三明新闻综合,http://localhost:8000/hls/-4035513475494734675
云霄综合,http://localhost:8000/hls/554639757726053985
云霄综合,http://localhost:8000/hls/-2611732349442403894
厦门卫视,http://localhost:8000/hls/-6140286321760929252
厦门卫视,http://localhost:8000/hls/4579541911690780789
福州少儿,http://localhost:8000/hls/3053441564722309007
福州生活,http://localhost:8000/hls/-612568308089736649
福州综合,http://localhost:8000/hls/-920545958601548386

☘️海南频道,#genre#
海南新闻,http://localhost:8000/hls/2069462831246136351

☘️河南频道,#genre#
梨园,http://localhost:8000/hls/8684245306080070313
临颍综合,http://localhost:8000/hls/8684245306080070313
义马新闻综合,http://localhost:8000/hls/-3567270455366195661
光山综合,http://localhost:8000/hls/-6711245812312951091
兰考新闻,http://localhost:8000/hls/-7724383635116952132
卫辉综合,http://localhost:8000/hls/-6344265789859264658
叶县,http://localhost:8000/hls/7500036378830594491
唐河一套,http://localhost:8000/hls/5787524888280344915
固始综合,http://localhost:8000/hls/-4305361997103314785
宝丰综合,http://localhost:8000/hls/-1649079929156124111
巩义新闻综合,http://localhost:8000/hls/148801506588232764
扶沟综合,http://localhost:8000/hls/8972685103408596202
新乡县电视台,http://localhost:8000/hls/-8348465585505510664
新县综合,http://localhost:8000/hls/-4218600516681400709
新蔡综合,http://localhost:8000/hls/2715026497748721306
桐柏新闻综合,http://localhost:8000/hls/-1230032982437202634
泌阳新闻综合,http://localhost:8000/hls/-1304238967730456744
渑池新闻综合,http://localhost:8000/hls/2980872964815169063
温县综合,http://localhost:8000/hls/-5639587958241448056
潢川综合,http://localhost:8000/hls/-5604596862547163640
登封综合,http://localhost:8000/hls/-6560536061503025315
禹州综合,http://localhost:8000/hls/1659985777524876594
西华综合,http://localhost:8000/hls/-544492810129553207
郏县综合,http://localhost:8000/hls/6723909605466538282
郸城新闻综合,http://localhost:8000/hls/3555376641841285713
鄢陵综合,http://localhost:8000/hls/-6648339448815142775
项城新闻,http://localhost:8000/hls/880715512825958305
邓州新闻,http://localhost:8000/hls/-3520753168936261548
荥阳综合,http://localhost:8000/hls/1189293296249946259
禹州公共,http://localhost:8000/hls/2949117305545370803
灵宝新闻综合,http://localhost:8000/hls/313096549263498691
滑县新闻,http://localhost:8000/hls/1037961556923827667
济源电视一套,http://localhost:8000/hls/-1250126267499076234
沁阳新闻综合,http://localhost:8000/hls/7442246847644785588
永城综合,http://localhost:8000/hls/-6020707670441295932
方城一套,http://localhost:8000/hls/-7739398456253961806
新野综合,http://localhost:8000/hls/-1765635367847615727
新安新闻综合,http://localhost:8000/hls/2239067904133255171
开封新闻综合,http://localhost:8000/hls/4912656722445619359
开封文化旅游,http://localhost:8000/hls/-1852519196370806351
嵩县综合新闻,http://localhost:8000/hls/8707167874522863082
宜阳综合,http://localhost:8000/hls/-5754264510868623024
内黄综合,http://localhost:8000/hls/-5539588763557621260
内乡综合,http://localhost:8000/hls/-5768235799328617215
偃师新闻,http://localhost:8000/hls/-2013973806133089086

☘️河北频道,#genre#
衡水公共,http://localhost:8000/hls/3208282242967937985
河北都市,http://localhost:8000/hls/-1420462872938805231
河北都市,http://localhost:8000/hls/1775609639485784847
河北农民,http://localhost:8000/hls/-3320046328773983834
河北农民,http://localhost:8000/hls/-3700636692107178686
河北农民,http://localhost:8000/hls/4528306402737767333
任丘综合,http://localhost:8000/hls/-6945325297759888979

☘️贵州频道,#genre#
安顺新闻,http://localhost:8000/hls/5847246160531009628
安顺新闻,http://localhost:8000/hls/-8591645333827662547

☘️甘肃频道,#genre#

☘️新疆频道,#genre#
新疆卫视,http://localhost:8000/hls/-8908565955761522119
新疆卫视,http://localhost:8000/hls/-2254216552937307595
新疆卫视,http://localhost:8000/hls/-3001458370513596139
新疆卫视,http://localhost:8000/hls/3512367857769888541

☘️山东频道,#genre#
山东新闻,http://localhost:8000/hls/-593622193028902141
山东教育,http://localhost:8000/hls/6089361500842088581
山东教育,http://localhost:8000/hls/4403934659048215912
山东生活,http://localhost:8000/hls/-3734729000212413456

